,master_id,order_channel,last_order_channel,first_order_date,last_order_date,last_order_date_online,last_order_date_offline,order_num_total_ever_online,order_num_total_ever_offline,customer_value_total_ever_offline,customer_value_total_ever_online,interested_in_categories_12,monthly_profitability,y_pred
4652,a85b2aec-1ee4-11ea-81ff-000d3a38a36f,Mobile,Mobile,2019-09-14,2020-10-06,2020-10-06,2019-09-14,2.0,1.0,170.72,648.71,"[KADIN, AKTIFSPOR]",63.36,37.396829043392316
4653,827af12e-1f05-11ea-81ff-000d3a38a36f,Android App,Offline,2019-02-24,2020-08-31,2020-05-13,2020-08-31,2.0,4.0,224.95,305.1,[KADIN],28.7,35.73327474843038
4654,980efd04-5bce-11ea-9abb-000d3a38a36f,Mobile,Mobile,2020-01-31,2021-05-08,2021-05-08,2020-01-31,1.0,1.0,69.99,329.47,[KADIN],25.88,4.114084738238856
4655,54652e64-a0eb-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-02-14,2021-02-09,2021-02-09,2019-02-14,1.0,1.0,49.99,89.99,[],5.78,11.883990090988153
4656,bdc6f62e-5bc8-11ea-9955-000d3a38a36f,Ios App,Ios App,2020-01-21,2021-04-23,2021-04-23,2020-01-21,4.0,1.0,93.48,636.56,[ERKEK],47.82,48.19836178445158
4657,11fb8f1e-9e25-11e9-9897-000d3a38a36f,Android App,Android App,2020-05-22,2020-11-28,2020-11-28,2020-11-11,10.0,1.0,130.73,776.4,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",143.23,288.1919960529438
4658,6032d6c0-116a-11ea-8872-000d3a38a36f,Mobile,Offline,2019-04-01,2021-03-01,2020-05-25,2021-03-01,1.0,4.0,374.87,95.99,[AKTIFCOCUK],20.18,16.84853907105518
4659,0f81f4d8-2522-11ea-bf27-000d3a38a36f,Ios App,Ios App,2019-09-17,2020-06-01,2020-06-01,2020-02-04,2.0,2.0,249.97,465.88,[AKTIFSPOR],83.24,93.72403675137731
4660,74df165e-38db-11ea-85d6-000d3a38a36f,Desktop,Desktop,2019-08-12,2021-03-07,2021-03-07,2019-09-30,1.0,2.0,199.97,157.42,[],18.71,26.114572796199205
4661,65781176-52f2-11ea-9ade-000d3a38a36f,Android App,Android App,2019-12-15,2021-05-08,2021-05-08,2019-12-15,1.0,1.0,90.99,263.21,[AKTIFCOCUK],20.84,18.024297157790578
4662,f7378230-a97f-11e9-a2fc-000d3a38a36f,Mobile,Offline,2016-04-19,2021-01-07,2020-02-23,2021-01-07,7.0,4.0,500.25,387.49,[KADIN],15.45,-0.2615174286804445
4663,5516c1fa-aa64-11ea-b736-000d3a38a36f,Mobile,Offline,2020-06-09,2021-04-07,2020-06-09,2021-04-07,1.0,1.0,155.86,71.99,[KADIN],22.63,14.775404392068165
4664,a757269c-5282-11ea-8850-000d3a38a36f,Mobile,Mobile,2020-01-07,2021-01-08,2021-01-08,2020-11-06,4.0,2.0,300.73,482.94,"[COCUK, KADIN, AKTIFSPOR]",64.06,68.41481383912138
4665,5acd9892-ae27-11e9-a2fc-000d3a38a36f,Android App,Offline,2019-11-30,2021-03-09,2020-05-03,2021-03-09,2.0,2.0,192.3,139.48,"[KADIN, AKTIFSPOR]",21.41,55.26915642484536
4666,b79388ce-162e-11ea-aa74-000d3a38a36f,Android App,Android App,2019-08-02,2021-04-22,2021-04-22,2019-08-02,3.0,1.0,29.99,317.97,[AKTIFSPOR],16.6,50.6065693242071
4667,7002d2ec-e232-11e9-957d-000d3a38a36f,Android App,Desktop,2019-09-24,2021-04-01,2021-04-01,2019-09-24,2.0,1.0,189.97,177.73,[KADIN],19.88,18.598889497772717
4668,f59ba4ce-b028-11e9-9757-000d3a38a36f,Android App,Offline,2019-02-24,2021-01-05,2019-03-28,2021-01-05,2.0,3.0,591.87,379.96,"[COCUK, KADIN]",42.81,12.142634846858916
4669,61ea41e8-a58f-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2018-08-28,2021-05-17,2021-05-17,2019-03-28,4.0,1.0,59.99,768.92,[AKTIFSPOR],25.04,47.9471190502
4670,dd87b64e-2539-11ea-bf27-000d3a38a36f,Android App,Android App,2019-02-19,2021-05-04,2021-05-04,2020-07-05,1.0,2.0,270.72,149.98,"[AKTIFCOCUK, AKTIFSPOR]",15.68,39.444568884160276
4671,ce5f912e-6228-11ea-9d1a-000d3a38a36f,Mobile,Mobile,2020-02-29,2020-11-24,2020-11-24,2020-03-08,1.0,2.0,129.98,77.99,[COCUK],23.19,27.95783829150684
4672,8f47fd6e-a6e4-11e9-a2fc-000d3a38a36f,Ios App,Offline,2014-08-31,2020-12-17,2018-11-20,2020-12-17,2.0,1.0,145.73,254.18,[ERKEK],5.22,11.071967348959758
4673,3c391c48-f8bf-11e9-b138-000d3a38a36f,Android App,Android App,2019-10-27,2020-10-04,2020-10-04,2019-10-27,2.0,1.0,89.99,179.98,[AKTIFSPOR],23.61,59.11220520315423
4674,0215be54-2939-11ea-b87a-000d3a38a36f,Ios App,Ios App,2019-11-24,2021-02-23,2021-02-23,2019-11-30,2.0,4.0,591.94,379.98,[AKTIFSPOR],63.8,83.81876787494083
4675,d0d4a440-15f1-11ea-aa74-000d3a38a36f,Android App,Android App,2019-08-02,2020-07-13,2020-07-13,2019-08-02,2.0,1.0,79.99,828.59,[AKTIFSPOR],78.78,56.68461164763468
4676,5ffe4b62-31bc-11eb-860c-000d3a38a36f,Android App,Android App,2020-11-27,2021-05-08,2021-05-08,2020-12-16,5.0,1.0,47.48,1034.8,"[COCUK, KADIN, AKTIFSPOR]",200.42,194.44760174615212
4677,70df3f00-5430-11ea-b1db-000d3a38a36f,Mobile,Mobile,2019-12-08,2020-11-07,2020-11-07,2020-01-19,1.0,2.0,299.98,104.99,[AKTIFSPOR],36.27,49.81968799787875
4678,d1fe6894-a582-11ea-bd63-000d3a38a36f,Android App,Android App,2020-06-03,2021-03-03,2021-03-03,2020-06-03,1.0,1.0,70.47,147.98,"[COCUK, KADIN]",24.01,17.779216094212167
4679,2fd82712-aed9-11e9-a2fc-000d3a38a36f,Android App,Android App,2018-11-18,2021-02-03,2021-02-03,2019-04-14,3.0,1.0,99.99,951.79,[ERKEK],39.05,14.903045391643984
4680,5db9d684-1ad7-11ea-98d5-000d3a38a36f,Desktop,Desktop,2019-11-29,2021-03-12,2021-03-12,2019-11-29,2.0,1.0,139.99,209.9,[],22.38,31.82444815626898
4681,0a658736-53e8-11ea-94d4-000d3a38a36f,Desktop,Desktop,2019-12-14,2020-11-25,2020-11-25,2019-12-14,1.0,1.0,119.99,111.99,[KADIN],20.06,21.950977772536874
4682,bc5fc2fe-b126-11e9-9757-000d3a38a36f,Ios App,Ios App,2019-02-17,2021-05-20,2021-05-20,2019-12-25,1.0,4.0,379.94,216.68,[],21.75,29.610980768151467
4683,79a1f6b8-a20c-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-03-05,2020-09-29,2020-09-29,2019-03-05,1.0,1.0,99.99,62.99,[ERKEK],8.52,6.922117225538554
4684,48178b6e-b182-11e9-89fa-000d3a38a36f,Ios App,Offline,2019-10-21,2020-06-09,2019-12-25,2020-06-09,1.0,3.0,440.46,134.98,"[AKTIFCOCUK, COCUK]",74.41,68.62202428782007
4685,d83c6768-aab7-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-07-10,2020-07-17,2020-07-17,2019-07-10,1.0,2.0,339.89,359.0,[AKTIFSPOR],56.21,53.54379192728942
4686,3062d540-f800-11e9-b138-000d3a38a36f,Ios App,Ios App,2019-10-26,2020-09-22,2020-09-22,2019-10-26,1.0,1.0,119.99,134.99,[KADIN],23.04,21.826886155900272
4687,4d9aa7ca-a8ad-11e9-a2fc-000d3a38a36f,Android App,Offline,2016-03-23,2021-05-18,2021-02-16,2021-05-18,2.0,2.0,199.98,239.96,[KADIN],7.01,9.22732681230864
4688,abdb15de-5b1e-11eb-8dbd-000d3a38a36f,Desktop,Desktop,2021-01-20,2021-01-29,2021-01-29,2021-01-20,1.0,1.0,100.88,196.98,"[ERKEK, AKTIFSPOR]",992.87,1231.242579435912
4689,97e2bce6-183d-11ea-9213-000d3a38a36f,Mobile,Offline,2019-03-22,2020-10-10,2020-08-20,2020-10-10,4.0,5.0,399.94,380.37,"[AKTIFCOCUK, KADIN]",41.21,44.922527199821076
4690,22d2758e-a463-11e9-a2fc-000d3a38a36f,Android App,Android App,2020-07-20,2021-02-22,2021-02-22,2020-07-20,4.0,1.0,130.73,578.94,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]",98.11,113.39222320597686
4691,e2e844cc-7099-11ea-8021-000d3a38a36f,Ios App,Ios App,2020-02-09,2021-01-23,2021-01-23,2020-02-09,1.0,1.0,49.99,218.97,"[AKTIFCOCUK, ERKEK, KADIN]",23.12,17.996131385836545
4692,e409cb50-9de0-11e9-9897-000d3a38a36f,Mobile,Mobile,2018-03-13,2021-05-17,2021-05-17,2019-09-02,2.0,1.0,129.9,310.89,[],11.39,2.9054821682655207
4693,a61888aa-a339-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-11-19,2021-05-13,2021-05-13,2020-06-03,6.0,2.0,249.98,867.82,"[AKTIFCOCUK, KADIN, AKTIFSPOR]",61.99,80.70339780704853
4694,a1318eb4-f8a6-11e9-b138-000d3a38a36f,Android App,Offline,2019-03-22,2020-09-23,2020-05-19,2020-09-23,1.0,3.0,390.7,39.99,"[ERKEK, KADIN]",23.45,17.052137647028218
4695,2cabb07e-1d7c-11ea-a490-000d3a38a36f,Android App,Android App,2019-08-20,2020-11-25,2020-11-25,2019-08-20,1.0,1.0,49.99,122.98,[AKTIFCOCUK],11.21,15.835823625835488
4696,66624374-f279-11e9-9346-000d3a38a36f,Mobile,Desktop,2019-10-19,2021-05-21,2021-05-21,2019-10-19,4.0,1.0,179.99,611.94,[],40.96,26.83699493787323
4697,529d35ca-5bdc-11ea-9942-000d3a38a36f,Mobile,Mobile,2019-12-15,2021-04-23,2021-04-23,2019-12-15,1.0,1.0,89.99,129.96,[],13.33,7.7834354916922495
4698,6a56594c-f135-11e9-9346-000d3a38a36f,Android App,Android App,2019-10-13,2021-02-28,2021-02-28,2019-12-08,1.0,4.0,399.96,189.99,[],35.12,42.5966210656247
4699,a80e3c10-aa7b-11e9-a2fc-000d3a38a36f,Mobile,Offline,2019-07-05,2021-05-19,2020-06-11,2021-05-19,1.0,13.0,3425.14,255.98,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]",141.97,71.53945453112473
4700,35b63ac2-b11b-11e9-9757-000d3a38a36f,Ios App,Ios App,2019-03-14,2021-02-15,2021-02-15,2020-03-05,9.0,2.0,170.48,2346.8,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]",107.27,69.73966207304704
4701,eccdf738-9e90-11e9-9897-000d3a38a36f,Android App,Android App,2019-12-11,2020-09-27,2020-09-27,2019-12-11,1.0,1.0,29.99,63.99,[COCUK],9.69,16.9102658951919
4702,e1393d2c-259c-11ea-b1c8-000d3a38a36f,Android App,Android App,2019-04-03,2020-12-18,2020-12-18,2019-04-03,1.0,1.0,79.99,35.99,[KADIN],5.57,6.941992386530285
4703,3932c74e-aecb-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2018-11-11,2021-05-12,2021-05-12,2021-04-22,5.0,4.0,258.83,811.28,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]",35.16,31.774364787618964
4704,c7a5c904-21d5-11ea-9618-000d3a38a36f,Android App,Android App,2019-07-30,2021-02-21,2021-02-21,2020-11-15,3.0,2.0,175.46,272.97,"[ERKEK, KADIN]",23.52,26.57383500859581
4705,00e58b24-5b4b-11ea-ac70-000d3a38a36f,Mobile,Mobile,2020-01-02,2020-12-21,2020-12-21,2020-01-02,1.0,1.0,109.99,99.99,[ERKEK],17.79,7.971973629205983
4706,ead09ab0-ddd0-11e9-a848-000d3a38a36f,Mobile,Mobile,2019-09-21,2020-09-30,2020-09-30,2019-09-21,1.0,2.0,139.97,365.59,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]",40.44,-0.5720744503153918
4707,e1abd4b6-28dc-11ea-b87a-000d3a38a36f,Android App,Android App,2019-02-18,2021-05-04,2021-05-04,2019-02-18,2.0,1.0,89.99,403.27,[],18.36,17.384152829656443
4708,63bd6c84-1196-11ea-846f-000d3a38a36f,Android App,Android App,2019-06-30,2021-05-11,2021-05-11,2019-07-17,2.0,2.0,99.98,151.86,[],11.09,25.957840132815246
4709,70f13a12-b141-11e9-9757-000d3a38a36f,Mobile,Offline,2017-09-01,2021-05-27,2019-05-30,2021-05-27,3.0,2.0,240.87,409.95,[],14.31,5.679524272759386
4710,9f53c4be-ac42-11e9-a2fc-000d3a38a36f,Mobile,Offline,2018-04-12,2020-07-29,2018-04-12,2020-07-29,1.0,2.0,145.45,79.98,"[AKTIFCOCUK, COCUK]",8.06,-13.008718508153851
4711,74bce486-6517-11ea-bac7-000d3a38a36f,Android App,Android App,2020-03-13,2020-06-12,2020-06-12,2020-03-14,1.0,2.0,160.48,71.99,[ERKEK],76.64,159.80571677069983
4712,b1692d7c-a9ba-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2017-02-01,2020-06-17,2020-06-17,2019-12-08,3.0,1.0,169.98,317.65,[AKTIFSPOR],11.87,19.265265407789595
4713,91f1d166-a8dd-11e9-a2fc-000d3a38a36f,Desktop,Desktop,2016-05-10,2020-11-29,2020-11-29,2020-09-28,4.0,1.0,105.73,574.36,"[AKTIFCOCUK, ERKEK]",12.26,9.35451871449167
4714,92f1f0c0-790a-11ea-b363-000d3a38a36f,Mobile,Mobile,2020-04-07,2021-02-17,2021-02-17,2020-12-28,3.0,1.0,149.99,640.41,"[ERKEK, KADIN, AKTIFSPOR]",75.04,60.12441324532203
4715,0174d3ce-9f0d-11e9-9897-000d3a38a36f,Android App,Android App,2018-11-28,2020-10-05,2020-10-05,2020-07-04,2.0,1.0,300.73,339.98,"[ERKEK, AKTIFSPOR]",28.39,33.41232773671159
4716,2f517378-262c-11ea-8e1c-000d3a38a36f,Android App,Android App,2019-08-25,2021-03-13,2021-03-13,2019-08-25,1.0,1.0,139.98,103.98,"[AKTIFCOCUK, COCUK]",12.93,3.9540083442253082
4717,b458b43a-2197-11ea-9618-000d3a38a36f,Ios App,Desktop,2019-04-19,2021-05-13,2021-05-13,2019-04-19,6.0,1.0,199.99,1108.65,"[ERKEK, KADIN, AKTIFSPOR]",52.0,54.481726886418556
4718,c0ce17be-a0f0-11e9-a2fc-000d3a38a36f,Ios App,Android App,2019-02-15,2021-05-10,2021-05-10,2019-10-25,4.0,2.0,265.97,295.78,"[KADIN, AKTIFSPOR]",20.68,51.412725478266665
4719,955b2dc2-97eb-11ea-9d91-000d3a38a36f,Android App,Offline,2020-05-14,2021-01-21,2020-05-16,2021-01-21,2.0,1.0,290.86,738.94,"[COCUK, KADIN]",122.6,39.25904633189829
4720,c421cdcc-ae27-11e9-a2fc-000d3a38a36f,Desktop,Offline,2018-10-17,2020-10-17,2018-10-17,2020-10-17,1.0,3.0,375.46,124.98,"[AKTIFCOCUK, COCUK, AKTIFSPOR]",20.54,33.72947212850622
4721,3f61b3c6-ac07-11e9-a2fc-000d3a38a36f,Desktop,Desktop,2017-04-29,2021-03-29,2021-03-29,2020-07-16,8.0,1.0,300.72,1914.82,"[ERKEK, AKTIFSPOR]",46.48,42.38033090579046
4722,348401e4-a45e-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-04-21,2020-12-11,2020-12-11,2019-04-21,1.0,2.0,579.95,239.98,"[ERKEK, KADIN]",41.0,9.426841428567114
4723,a73d3548-a265-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-03-11,2020-11-29,2020-11-29,2019-12-09,2.0,4.0,729.95,306.43,[AKTIFSPOR],49.43,48.37897153554813
4724,8aaeaac0-9e95-11e9-9897-000d3a38a36f,Mobile,Mobile,2015-05-29,2021-05-26,2021-05-26,2020-11-13,15.0,1.0,340.49,1937.43,"[ERKEK, KADIN, AKTIFSPOR]",31.22,17.69243995272584
4725,042b9222-4f31-11ea-99ba-000d3a38a36f,Android App,Mobile,2019-12-03,2021-05-19,2021-05-19,2020-11-26,2.0,2.0,220.73,275.98,[ERKEK],27.96,29.42355575493926
4726,6a54eedc-664b-11ea-82da-000d3a38a36f,Mobile,Mobile,2020-03-14,2020-12-17,2020-12-17,2020-03-14,1.0,1.0,30.74,59.99,[AKTIFSPOR],9.79,43.17944111280471
4727,760049dc-fed8-11e9-a5e8-000d3a38a36f,Android App,Android App,2019-04-18,2020-11-26,2020-11-26,2020-03-04,4.0,2.0,159.98,815.91,"[ERKEK, KADIN, AKTIFSPOR]",49.79,52.962295829532295
4728,bd6ad538-ae21-11e9-a2fc-000d3a38a36f,Desktop,Offline,2019-08-29,2020-07-13,2020-05-11,2020-07-13,1.0,2.0,100.48,83.99,[ERKEK],17.35,36.69557445686352
4729,afab5f3a-2478-11ea-a30f-000d3a38a36f,Desktop,Desktop,2019-05-15,2021-01-18,2021-01-18,2019-05-15,1.0,1.0,89.99,49.99,[],6.84,16.858627434602983
4730,4c6d9c20-9f36-11e9-9897-000d3a38a36f,Mobile,Desktop,2013-06-20,2021-05-10,2021-05-10,2019-07-01,9.0,2.0,79.98,2375.38,"[AKTIFCOCUK, COCUK, AKTIFSPOR]",25.57,13.734196039595869
4731,1990eef4-9e6b-11e9-9897-000d3a38a36f,Desktop,Offline,2016-10-10,2021-04-09,2016-10-10,2021-04-09,1.0,1.0,25.98,149.0,[KADIN],3.2,10.017794935738674
4732,1c7c1e70-5a55-11eb-9e65-000d3a38a36f,Ios App,Ios App,2021-01-19,2021-01-31,2021-01-31,2021-01-19,1.0,2.0,240.96,132.99,"[ERKEK, COCUK, KADIN]",934.88,1342.102180446193
4733,63b4ef18-b058-11e9-9757-000d3a38a36f,Android App,Android App,2019-10-27,2021-05-16,2021-05-16,2019-10-27,1.0,1.0,210.98,187.47,[],21.08,17.283637753849384
4734,a85989ea-ddc0-11e9-a848-000d3a38a36f,Mobile,Mobile,2019-09-20,2021-02-06,2021-02-06,2019-09-20,1.0,1.0,79.99,64.99,[AKTIFSPOR],8.61,28.397870510534247
4735,dbabb58e-6312-11ea-a6dc-000d3a38a36f,Mobile,Mobile,2020-03-08,2021-05-11,2021-05-11,2020-03-08,12.0,1.0,359.5,5388.0,[AKTIFSPOR],226.36,147.49483386747414
4736,45f161c0-62cb-11ea-9861-000d3a38a36f,Android App,Android App,2020-03-07,2021-01-23,2021-01-23,2020-03-07,1.0,1.0,60.49,169.98,[KADIN],21.47,22.067291590047372
4737,3636dbd6-acd0-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2018-02-22,2021-03-21,2021-03-21,2020-01-28,8.0,1.0,70.49,1421.39,"[KADIN, AKTIFSPOR]",39.85,33.751595629764296
4738,fe3278f6-5be0-11ea-82b1-000d3a38a36f,Android App,Android App,2020-02-01,2021-05-14,2021-05-14,2020-09-19,4.0,2.0,262.22,550.44,"[AKTIFCOCUK, KADIN, AKTIFSPOR]",52.09,74.31773308751023
4739,d605db26-2926-11ea-b87a-000d3a38a36f,Android App,Android App,2019-10-28,2020-12-19,2020-12-19,2019-10-28,1.0,1.0,89.99,108.8,[],14.27,19.43556771774115
4740,ea46a2dc-4158-11eb-806e-000d3a38a36f,Ios App,Ios App,2020-12-18,2021-05-27,2021-05-27,2021-04-12,7.0,1.0,589.99,855.42,"[ERKEK, KADIN]",271.01,248.35099124948573
4741,b14cbd1c-a399-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-04-01,2021-05-27,2021-05-27,2019-11-03,1.0,2.0,410.96,150.23,[],21.39,7.087429974592831
4742,271eba82-a1eb-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-03-02,2021-05-21,2021-05-21,2019-03-02,2.0,1.0,119.99,285.91,[AKTIFSPOR],15.01,40.553406522913306
4743,a62eeeda-ed23-11ea-9369-000d3a38a36f,Mobile,Mobile,2020-09-02,2020-10-30,2020-10-30,2020-09-02,2.0,1.0,178.48,539.98,"[ERKEK, KADIN]",371.62,249.27661350175282
4744,5e25ce4c-a445-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-04-18,2021-04-13,2021-04-13,2020-06-06,1.0,3.0,734.77,155.39,"[ERKEK, AKTIFSPOR]",36.78,30.676618577280593
4745,f2746c06-ac5c-11e9-a2fc-000d3a38a36f,Mobile,Offline,2018-04-23,2020-07-04,2018-04-23,2020-07-04,1.0,1.0,109.99,75.0,[AKTIFSPOR],6.91,17.249153369536835
4746,b65f7554-9db0-11e9-9897-000d3a38a36f,Ios App,Offline,2015-04-20,2020-07-11,2020-03-23,2020-07-11,19.0,3.0,429.95,2353.07,"[ERKEK, AKTIFSPOR]",43.74,41.317563207734906
4747,1db55086-88a0-11ea-9c02-000d3a38a36f,Ios App,Mobile,2020-04-30,2021-02-28,2021-02-28,2020-07-07,4.0,1.0,729.98,260.45,"[ERKEK, AKTIFSPOR]",97.74,98.88223624240133
4748,238ed0bc-4b7a-11ea-a626-000d3a38a36f,Android App,Android App,2019-10-05,2021-02-10,2021-02-10,2019-10-05,2.0,1.0,114.98,293.97,[AKTIFSPOR],24.84,48.74635963202229
4749,b459a4aa-b0f7-11e9-9757-000d3a38a36f,Desktop,Offline,2019-02-17,2020-08-07,2020-05-24,2020-08-07,1.0,2.0,34.98,184.97,[ERKEK],12.29,18.008316142275334
4750,5f1697fc-1e32-11ea-8bf2-000d3a38a36f,Android App,Desktop,2016-11-09,2020-12-18,2020-12-18,2019-08-03,4.0,2.0,180.97,900.09,[AKTIFSPOR],21.62,36.20012138227251
4751,b5c4a1fe-1b56-11ea-9812-000d3a38a36f,Mobile,Mobile,2019-10-17,2020-07-30,2020-07-30,2019-10-17,1.0,1.0,129.99,259.0,[AKTIFSPOR],40.66,38.57862144944605
4752,5f26a95a-5431-11ea-b1db-000d3a38a36f,Mobile,Mobile,2020-01-20,2021-05-07,2021-05-07,2020-01-20,1.0,1.0,119.98,274.47,[],25.02,8.9923707914982
4753,ccef4a7c-2322-11ea-8523-000d3a38a36f,Mobile,Mobile,2019-09-08,2021-05-28,2021-05-28,2019-09-08,4.0,1.0,99.97,676.82,"[AKTIFCOCUK, ERKEK, COCUK]",37.11,7.402078965673861
4754,7591a0d2-a56d-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-07-01,2020-12-10,2020-12-10,2020-11-17,2.0,2.0,89.98,119.98,[KADIN],11.93,13.879848744688019
4755,c69a6690-bc59-11ea-aa61-000d3a38a36f,Mobile,Mobile,2020-07-02,2021-01-07,2021-01-07,2020-07-02,1.0,1.0,100.49,319.92,"[ERKEK, AKTIFSPOR]",66.73,57.035352638680145
4756,e28021fe-a217-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-03-06,2020-06-25,2020-06-25,2019-09-13,2.0,2.0,154.94,197.96,"[ERKEK, KADIN]",22.19,20.467189098556833
4757,c587b420-a3bd-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-04-05,2020-11-11,2020-11-11,2020-01-15,3.0,2.0,174.98,421.95,[AKTIFCOCUK],30.56,32.129234237658466
4758,2476c470-a9f5-11e9-a2fc-000d3a38a36f,Desktop,Offline,2017-03-08,2020-10-05,2017-03-08,2020-10-05,1.0,2.0,224.93,59.98,"[ERKEK, KADIN]",6.54,1.8371049428768007
4759,53c60586-e1f0-11ea-b5cd-000d3a38a36f,Ios App,Ios App,2020-08-19,2021-05-30,2021-05-30,2021-05-20,11.0,2.0,124.48,2052.09,"[ERKEK, COCUK, AKTIFSPOR]",229.92,231.0735549804352
4760,998cbccc-2ad0-11ea-9d27-000d3a38a36f,Desktop,Desktop,2019-10-29,2020-10-12,2020-10-12,2019-10-29,2.0,1.0,119.99,171.98,"[KADIN, AKTIFSPOR]",25.1,56.796161666083805
4761,c04be47a-ab3a-11e9-a2fc-000d3a38a36f,Android App,Android App,2017-08-11,2021-01-13,2021-01-13,2020-03-14,7.0,1.0,273.39,1515.13,"[ERKEK, KADIN]",42.89,10.452321461635366
4762,40456020-f5aa-11e9-841e-000d3a38a36f,Android App,Android App,2019-10-14,2021-05-06,2021-05-06,2019-11-11,2.0,2.0,647.99,519.53,[],61.45,31.276253820945758
4763,91b165ee-a717-11e9-a2fc-000d3a38a36f,Desktop,Offline,2015-02-26,2020-10-10,2019-11-27,2020-10-10,6.0,2.0,355.37,603.55,"[AKTIFCOCUK, COCUK, KADIN]",14.01,-3.2039946534297705
4764,a3772412-1ae4-11ea-98d5-000d3a38a36f,Ios App,Ios App,2019-11-29,2021-05-06,2021-05-06,2019-11-29,4.0,1.0,209.98,573.94,[],44.88,46.0375757433265
4765,1650d1cc-5b4a-11ea-a9c0-000d3a38a36f,Ios App,Offline,2020-01-17,2020-12-04,2020-11-15,2020-12-04,1.0,4.0,173.45,244.98,"[ERKEK, COCUK]",38.98,58.038450479399046
4766,2bfd088c-22e3-11ea-8523-000d3a38a36f,Mobile,Mobile,2019-10-03,2021-03-03,2021-03-03,2019-10-03,1.0,1.0,84.98,313.47,"[KADIN, AKTIFSPOR]",23.12,23.267647615867215
4767,cbc7f96c-ad7c-11e9-a2fc-000d3a38a36f,Desktop,Offline,2019-05-21,2021-02-09,2019-05-24,2021-02-09,2.0,2.0,639.98,602.92,[],59.19,29.549059321533136
4768,3ce13348-2996-11eb-b280-000d3a38a36f,Desktop,Offline,2020-11-18,2021-01-05,2020-11-18,2021-01-05,1.0,1.0,49.37,273.2,"[ERKEK, AKTIFSPOR]",201.61,241.14505387652792
4769,4abb75a0-660e-11eb-add3-000d3a38a36f,Mobile,Mobile,2021-02-03,2021-05-04,2021-05-04,2021-02-03,1.0,1.0,39.99,112.49,[AKTIFSPOR],50.83,127.5398356439637
4770,15964724-26cc-11ea-aaaa-000d3a38a36f,Android App,Android App,2019-06-30,2021-04-15,2021-04-15,2019-06-30,7.0,1.0,169.0,1110.78,"[ERKEK, AKTIFSPOR]",58.62,68.32196737543228
4771,131a1da4-94d6-11ea-85df-000d3a38a36f,Android App,Offline,2020-05-09,2021-03-30,2020-07-01,2021-03-30,3.0,1.0,165.97,233.97,"[COCUK, KADIN]",36.92,41.22108994954439
4772,8fe6ab0e-1ce0-11ea-a490-000d3a38a36f,Android App,Android App,2019-11-29,2021-05-15,2021-05-15,2019-11-29,4.0,1.0,118.47,355.54,"[AKTIFCOCUK, ERKEK, KADIN]",26.68,31.024489472974032
4773,cd09786a-fe34-11e9-a5e8-000d3a38a36f,Android App,Offline,2019-11-03,2021-03-20,2020-05-07,2021-03-20,1.0,3.0,845.91,191.98,"[ERKEK, COCUK]",61.9,19.193283409324724
4774,f3adfbac-5b50-11ea-8a3f-000d3a38a36f,Ios App,Ios App,2019-12-20,2020-10-18,2020-10-18,2019-12-20,3.0,1.0,76.98,427.79,"[AKTIFCOCUK, KADIN]",49.98,55.87635589453093
4775,784cf028-aab9-11e9-a2fc-000d3a38a36f,Android App,Android App,2016-10-14,2020-06-17,2020-06-17,2019-12-07,25.0,2.0,169.98,2835.04,[KADIN],67.18,56.27960730664836
4776,3e90c760-a0d7-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2019-02-12,2021-04-16,2021-04-16,2019-02-16,2.0,2.0,239.98,234.98,"[KADIN, AKTIFSPOR]",17.95,42.84440829049896
4777,8fa607bc-5b46-11ea-98e1-000d3a38a36f,Android App,Android App,2019-12-30,2021-05-26,2021-05-26,2020-01-05,4.0,1.0,99.99,1072.91,[],68.59,43.84208096018608
4778,c8ab29ae-a780-11e9-a2fc-000d3a38a36f,Android App,Android App,2015-02-28,2021-01-25,2021-01-25,2020-02-07,12.0,1.0,166.46,1029.55,"[AKTIFCOCUK, COCUK, AKTIFSPOR]",16.63,24.144137564295843
